행정주소,총인구,세대수,세대당인구,남자인구,여자인구,남여비율
전라북도 익산시 인화동,"6,514","3,643",1.79,"3,350","3,164",1.06
전라북도 익산시 동산동,"21,570","10,190",2.12,"10,554","11,016",0.96
전라북도 익산시 마동,"9,445","4,756",1.99,"4,812","4,633",1.04
전라북도 익산시 남중동,"10,800","5,893",1.83,"5,530","5,270",1.05
전라북도 익산시 모현동,"38,393","16,431",2.34,"18,645","19,748",0.94
전라북도 익산시 송학동,"9,066","3,852",2.35,"4,482","4,584",0.98
전라북도 익산시 영등1동,"22,098","9,648",2.29,"10,861","11,237",0.97
전라북도 익산시 영등2동,"13,518","5,734",2.36,"6,607","6,911",0.96
전라북도 익산시 어양동,"23,818","10,542",2.26,"11,625","12,193",0.95
전라북도 익산시 신동,"15,598","9,646",1.62,"7,947","7,651",1.04
전라북도 익산시 팔봉동,"6,737","2,896",2.33,"3,486","3,251",1.07
전라북도 익산시 삼성동,"32,058","13,663",2.35,"15,825","16,233",0.97
전라북도 익산시함열출장소,0,0,0.0,0,0,0.0
전라북도 정읍시,"104,350","54,744",1.91,"51,924","52,426",0.99
전라북도 정읍시 신태인읍,"5,207","2,973",1.75,"2,549","2,658",0.96
전라북도 정읍시 북면,"4,074","2,241",1.82,"2,064","2,010",1.03
전라북도 정읍시 입암면,"2,690","1,618",1.66,"1,335","1,355",0.99
전라북도 정읍시 소성면,"2,026","1,226",1.65,"1,041",985,1.06
전라북도 정읍시 고부면,"2,699","1,604",1.68,"1,345","1,354",0.99
전라북도 정읍시 영원면,"1,679","1,033",1.63,828,851,0.97
전라북도 정읍시 덕천면,"1,732",998,1.74,893,839,1.06
전라북도 정읍시 이평면,"1,977","1,273",1.55,972,"1,005",0.97
전라북도 정읍시 정우면,"2,448","1,471",1.66,"1,244","1,204",1.03
전라북도 정읍시 태인면,"3,296","2,008",1.64,"1,648","1,648",1.0
전라북도 정읍시 감곡면,"2,692","1,722",1.56,"1,375","1,317",1.04
전라북도 정읍시 옹동면,"1,620",998,1.62,832,788,1.06
전라북도 정읍시 칠보면,"2,202","1,246",1.77,"1,134","1,068",1.06
전라북도 정읍시 산내면,"1,191",743,1.6,608,583,1.04
전라북도 정읍시 산외면,"1,997","1,244",1.61,"1,022",975,1.05
전라북도 정읍시 수성동,"16,700","8,432",1.98,"8,463","8,237",1.03
전라북도 정읍시 장명동,"2,808","1,409",1.99,"1,384","1,424",0.97
전라북도 정읍시 내장상동,"20,070","8,787",2.28,"9,690","10,380",0.93
전라북도 정읍시 시기동,"3,120","1,674",1.86,"1,486","1,634",0.91
전라북도 정읍시 초산동,"10,110","4,263",2.37,"5,015","5,095",0.98
전라북도 정읍시 연지동,"5,874","3,004",1.96,"2,904","2,970",0.98
전라북도 정읍시 농소동,"3,862","2,130",1.81,"1,869","1,993",0.94
전라북도 정읍시 상교동,"4,276","2,647",1.62,"2,223","2,053",1.08
전라북도 남원시,"77,415","39,936",1.94,"37,956","39,459",0.96
전라북도 남원시 운봉읍,"3,716","2,064",1.8,"1,795","1,921",0.93
전라북도 남원시 주천면,"2,533","1,365",1.86,"1,283","1,250",1.03
전라북도 남원시 수지면,"1,072",615,1.74,536,536,1.0
전라북도 남원시 송동면,"1,910","1,073",1.78,957,953,1.0
전라북도 남원시 주생면,"1,778","1,035",1.72,875,903,0.97
전라북도 남원시 금지면,"2,197","1,284",1.71,"1,049","1,148",0.91
전라북도 남원시 대강면,"1,516",930,1.63,728,788,0.92
전라북도 남원시 대산면,"1,600",776,2.06,817,783,1.04
전라북도 남원시 사매면,"1,470",795,1.85,760,710,1.07
전라북도 남원시 덕과면,920,579,1.59,472,448,1.05
전라북도 남원시 보절면,"1,380",839,1.64,708,672,1.05
전라북도 남원시 산동면,"1,708","1,008",1.69,866,842,1.03
전라북도 남원시 이백면,"2,190","1,191",1.84,"1,079","1,111",0.97
전라북도 남원시 아영면,"1,847","1,044",1.77,920,927,0.99
전라북도 남원시 산내면,"2,055","1,177",1.75,"1,004","1,051",0.96
전라북도 남원시 인월면,"2,740","1,526",1.8,"1,340","1,400",0.96
전라북도 남원시 동충동,"3,168","1,666",1.9,"1,511","1,657",0.91
전라북도 남원시 죽항동,"3,090","1,767",1.75,"1,469","1,621",0.91
전라북도 남원시 노암동,"5,928","2,844",2.08,"2,865","3,063",0.94
전라북도 남원시 금동,"6,278","3,117",2.01,"2,997","3,281",0.91
전라북도 남원시 왕정동,"4,880","2,397",2.04,"2,376","2,504",0.95
전라북도 남원시 향교동,"6,736","3,685",1.83,"3,400","3,336",1.02
전라북도 남원시 도통동,"16,703","7,159",2.33,"8,149","8,554",0.95
전라북도 김제시,"81,883","43,712",1.87,"40,754","41,129",0.99
전라북도 김제시 만경읍,"2,617","1,550",1.69,"1,323","1,294",1.02
전라북도 김제시 죽산면,"2,408","1,436",1.68,"1,181","1,227",0.96
전라북도 김제시 백산면,"3,037","1,762",1.72,"1,589","1,448",1.1
전라북도 김제시 용지면,"3,417","1,905",1.79,"1,753","1,664",1.05
전라북도 김제시 백구면,"3,712","2,080",1.78,"1,837","1,875",0.98
전라북도 김제시 부량면,"1,287",741,1.74,622,665,0.94
전라북도 김제시 공덕면,"2,470","1,365",1.81,"1,277","1,193",1.07
전라북도 김제시 청하면,"1,699",976,1.74,853,846,1.01
전라북도 김제시 성덕면,"1,713","1,012",1.69,868,845,1.03
전라북도 김제시 진봉면,"2,503","1,524",1.64,"1,207","1,296",0.93
전라북도 김제시 금구면,"4,955","2,589",1.91,"2,514","2,441",1.03
전라북도 김제시 봉남면,"2,172","1,338",1.62,"1,068","1,104",0.97
전라북도 김제시 황산면,"1,901","1,128",1.69,980,921,1.06
전라북도 김제시 금산면,"4,546","2,737",1.66,"2,291","2,255",1.02
전라북도 김제시 광활면,"1,303",753,1.73,664,639,1.04
전라북도 김제시 요촌동,"10,837","5,502",1.97,"5,379","5,458",0.99
전라북도 김제시 신풍동,"12,928","6,184",2.09,"6,286","6,642",0.95
전라북도 김제시 검산동,"12,052","5,963",2.02,"5,923","6,129",0.97
전라북도 김제시 교월동,"6,326","3,167",2.0,"3,139","3,187",0.98
