행정주소,총인구,세대수,세대당인구,남자인구,여자인구,남여비율
경상북도 영주시 부석면,"2,873","1,662",1.73,"1,430","1,443",0.99
경상북도 영주시 상망동,"7,247","3,475",2.09,"3,607","3,640",0.99
경상북도 영주시 하망동,"5,813","2,881",2.02,"2,764","3,049",0.91
경상북도 영주시 영주1동,"3,693","2,149",1.72,"1,807","1,886",0.96
경상북도 영주시 영주2동,"4,657","2,474",1.88,"2,237","2,420",0.92
경상북도 영주시 휴천1동,"6,280","2,778",2.26,"3,106","3,174",0.98
경상북도 영주시 휴천2동,"9,703","5,289",1.83,"4,790","4,913",0.97
경상북도 영주시 휴천3동,"7,344","3,555",2.07,"3,588","3,756",0.96
경상북도 영주시 가흥1동,"15,425","7,028",2.19,"7,750","7,675",1.01
경상북도 영주시 가흥2동,"10,237","4,787",2.14,"5,018","5,219",0.96
경상북도 영천시,"100,856","54,826",1.84,"51,374","49,482",1.04
경상북도 영천시 금호읍,"10,478","6,233",1.68,"5,526","4,952",1.12
경상북도 영천시 청통면,"4,007","2,399",1.67,"2,110","1,897",1.11
경상북도 영천시 신녕면,"3,695","2,316",1.6,"1,830","1,865",0.98
경상북도 영천시 화산면,"3,099","1,780",1.74,"1,606","1,493",1.08
경상북도 영천시 화북면,"2,184","1,351",1.62,"1,084","1,100",0.99
경상북도 영천시 화남면,"3,217","1,919",1.68,"1,710","1,507",1.13
경상북도 영천시 자양면,"1,278",825,1.55,650,628,1.04
경상북도 영천시 임고면,"4,138","2,409",1.72,"2,125","2,013",1.06
경상북도 영천시 고경면,"5,702","3,537",1.61,"3,089","2,613",1.18
경상북도 영천시 북안면,"4,387","2,685",1.63,"2,293","2,094",1.1
경상북도 영천시 대창면,"3,035","1,871",1.62,"1,599","1,436",1.11
경상북도 영천시 동부동,"27,557","13,174",2.09,"13,582","13,975",0.97
경상북도 영천시 중앙동,"9,462","4,676",2.02,"4,762","4,700",1.01
경상북도 영천시 서부동,"4,606","2,735",1.68,"2,321","2,285",1.02
경상북도 영천시 완산동,"10,012","4,540",2.21,"4,911","5,101",0.96
경상북도 영천시 남부동,"3,999","2,376",1.68,"2,176","1,823",1.19
경상북도 상주시,"94,596","49,627",1.91,"46,585","48,011",0.97
경상북도 상주시 함창읍,"6,222","3,422",1.82,"3,026","3,196",0.95
경상북도 상주시 중동면,"1,335",782,1.71,658,677,0.97
경상북도 상주시 사벌국면,"3,738","2,096",1.78,"1,845","1,893",0.97
경상북도 상주시 낙동면,"2,889","1,643",1.76,"1,414","1,475",0.96
경상북도 상주시 낙동면동부출장소,990,585,1.69,492,498,0.99
경상북도 상주시 청리면,"2,536","1,401",1.81,"1,238","1,298",0.95
경상북도 상주시 공성면,"3,858","2,174",1.77,"1,910","1,948",0.98
경상북도 상주시 외남면,"1,588",885,1.79,797,791,1.01
경상북도 상주시 내서면,"1,872","1,072",1.75,963,909,1.06
경상북도 상주시 모동면,"2,570","1,414",1.82,"1,314","1,256",1.05
경상북도 상주시 모서면,"1,673",980,1.71,858,815,1.05
경상북도 상주시 모서면서부출장소,730,432,1.69,355,375,0.95
경상북도 상주시 화동면,"1,900","1,088",1.75,957,943,1.01
경상북도 상주시 화서면,"2,883","1,515",1.9,"1,403","1,480",0.95
경상북도 상주시 화북면,"1,170",667,1.75,589,581,1.01
경상북도 상주시 화북면서부출장소,319,201,1.59,172,147,1.17
경상북도 상주시 외서면,"2,594","1,484",1.75,"1,228","1,366",0.9
경상북도 상주시 은척면,"1,126",668,1.69,535,591,0.91
경상북도 상주시 은척면북부출장소,370,224,1.65,189,181,1.04
경상북도 상주시 공검면,"2,106","1,220",1.73,"1,008","1,098",0.92
경상북도 상주시 이안면,"1,965","1,154",1.7,965,"1,000",0.97
경상북도 상주시 화남면,778,479,1.62,381,397,0.96
경상북도 상주시 남원동,"11,454","5,390",2.13,"5,706","5,748",0.99
경상북도 상주시 북문동,"9,315","4,562",2.04,"4,607","4,708",0.98
경상북도 상주시 계림동,"8,937","4,397",2.03,"4,275","4,662",0.92
경상북도 상주시 동문동,"7,641","3,778",2.02,"3,716","3,925",0.95
경상북도 상주시 동성동,"3,365","1,707",1.97,"1,619","1,746",0.93
경상북도 상주시 신흥동,"8,672","4,207",2.06,"4,365","4,307",1.01
경상북도 문경시,"69,640","37,067",1.88,"34,261","35,379",0.97
경상북도 문경시 문경읍,"5,749","3,209",1.79,"2,768","2,981",0.93
경상북도 문경시 문경읍갈평출장소,"1,080",593,1.82,557,523,1.07
경상북도 문경시 가은읍,"3,145","1,831",1.72,"1,535","1,610",0.95
경상북도 문경시 가은읍북부출장소,850,532,1.6,449,401,1.12
경상북도 문경시 영순면,"2,400","1,496",1.6,"1,285","1,115",1.15
경상북도 문경시 산양면,"3,023","1,754",1.72,"1,546","1,477",1.05
경상북도 문경시 호계면,"2,426","1,507",1.61,"1,182","1,244",0.95
경상북도 문경시 산북면,"2,693","1,621",1.66,"1,356","1,337",1.01
경상북도 문경시 동로면,"1,982","1,178",1.68,"1,021",961,1.06
경상북도 문경시 마성면,"3,456","2,120",1.63,"1,649","1,807",0.91
경상북도 문경시 농암면,"2,539","1,584",1.6,"1,196","1,343",0.89
경상북도 문경시 점촌1동,"5,536","2,771",2.0,"2,690","2,846",0.95
경상북도 문경시 점촌2동,"6,785","3,561",1.91,"3,276","3,509",0.93
경상북도 문경시 점촌3동,"8,866","4,433",2.0,"4,384","4,482",0.98
경상북도 문경시 점촌4동,"2,983","1,716",1.74,"1,511","1,472",1.03
경상북도 문경시 점촌5동,"16,127","7,161",2.25,"7,856","8,271",0.95
경상북도 경산시,"267,528","128,951",2.07,"134,650","132,878",1.01
경상북도 경산시 하양읍,"30,964","15,126",2.05,"15,656","15,308",1.02
경상북도 경산시 진량읍,"34,682","17,300",2.0,"18,080","16,602",1.09
경상북도 경산시 압량읍,"20,752","10,757",1.93,"11,033","9,719",1.14
경상북도 경산시 와촌면,"5,462","2,981",1.83,"2,956","2,506",1.18
경상북도 경산시 자인면,"5,398","2,977",1.81,"2,748","2,650",1.04
경상북도 경산시 용성면,"3,275","1,851",1.77,"1,738","1,537",1.13
경상북도 경산시 남산면,"3,689","1,994",1.85,"1,904","1,785",1.07
경상북도 경산시 남천면,"2,825","1,529",1.85,"1,461","1,364",1.07
경상북도 경산시 중방동,"9,327","4,679",1.99,"4,484","4,843",0.93
경상북도 경산시 중앙동,"6,178","3,533",1.75,"3,066","3,112",0.99
경상북도 경산시 남부동,"19,473","8,490",2.29,"9,595","9,878",0.97
경상북도 경산시 서부1동,"34,494","15,236",2.26,"16,424","18,070",0.91
경상북도 경산시 서부2동,"35,598","13,996",2.54,"17,029","18,569",0.92
경상북도 경산시 북부동,"16,904","10,625",1.59,"9,271","7,633",1.21
경상북도 경산시 동부동,"38,507","17,877",2.15,"19,205","19,302",0.99
경상북도 군위군,"23,219","13,737",1.69,"11,945","11,274",1.06
경상북도 군위군 군위읍,"8,162","4,414",1.85,"4,225","3,937",1.07
경상북도 군위군 소보면,"2,311","1,444",1.6,"1,213","1,098",1.1
경상북도 군위군 효령면,"3,822","2,268",1.69,"1,987","1,835",1.08
경상북도 군위군 부계면,"2,092","1,262",1.66,"1,078","1,014",1.06
경상북도 군위군 우보면,"1,964","1,237",1.59,996,968,1.03
경상북도 군위군 의흥면,"2,348","1,460",1.61,"1,142","1,206",0.95
경상북도 군위군 산성면,"1,197",775,1.54,608,589,1.03
경상북도 군위군 삼국유사면,"1,323",877,1.51,696,627,1.11
경상북도 의성군,"50,143","29,230",1.72,"24,749","25,394",0.97
경상북도 의성군 의성읍,"12,729","6,745",1.89,"6,269","6,460",0.97
경상북도 의성군 단촌면,"1,889","1,157",1.63,943,946,1.0
경상북도 의성군 점곡면,"1,567",994,1.58,772,795,0.97
경상북도 의성군 옥산면,"1,744","1,014",1.72,876,868,1.01
경상북도 의성군 사곡면,"1,568",969,1.62,768,800,0.96
경상북도 의성군 춘산면,"1,491",841,1.77,759,732,1.04
경상북도 의성군 가음면,"1,459",889,1.64,735,724,1.02
경상북도 의성군 금성면,"4,192","2,543",1.65,"2,048","2,144",0.96
경상북도 의성군 봉양면,"3,897","2,392",1.63,"1,937","1,960",0.99
경상북도 의성군 비안면,"2,555","1,548",1.65,"1,263","1,292",0.98
경상북도 의성군 구천면,"1,735","1,016",1.71,865,870,0.99
경상북도 의성군 단밀면,"1,667",990,1.68,830,837,0.99
경상북도 의성군 단북면,"1,746","1,027",1.7,844,902,0.94
경상북도 의성군 안계면,"4,421","2,482",1.78,"2,139","2,282",0.94
경상북도 의성군 다인면,"3,723","2,239",1.66,"1,829","1,894",0.97
경상북도 의성군 신평면,803,525,1.53,394,409,0.96
경상북도 의성군 안평면,"2,112","1,287",1.64,"1,062","1,050",1.01
경상북도 의성군 안사면,845,572,1.48,416,429,0.97
경상북도 청송군,"24,171","14,059",1.72,"12,142","12,029",1.01
경상북도 청송군 청송읍,"5,056","2,694",1.88,"2,495","2,561",0.97
경상북도 청송군 주왕산면,"1,796","1,090",1.65,904,892,1.01
경상북도 청송군 부남면,"2,389","1,421",1.68,"1,199","1,190",1.01
경상북도 청송군 현동면,"2,041","1,175",1.74,"1,043",998,1.05
경상북도 청송군 현서면,"2,464","1,441",1.71,"1,234","1,230",1.0
경상북도 청송군 안덕면,"2,524","1,560",1.62,"1,245","1,279",0.97
경상북도 청송군 파천면,"1,714","1,027",1.67,862,852,1.01
경상북도 청송군 진보면,"6,187","3,651",1.69,"3,160","3,027",1.04
경상북도 영양군,"15,901","9,051",1.76,"7,925","7,976",0.99
경상북도 영양군 영양읍,"6,989","3,743",1.87,"3,436","3,553",0.97
경상북도 영양군 입암면,"2,024","1,219",1.66,996,"1,028",0.97
경상북도 영양군 청기면,"1,604",983,1.63,824,780,1.06
경상북도 영양군 일월면,"1,696",976,1.74,852,844,1.01
경상북도 영양군 수비면,"1,643",962,1.71,832,811,1.03
경상북도 영양군 석보면,"1,945","1,168",1.67,985,960,1.03
경상북도 영덕군,"34,418","19,753",1.74,"16,393","18,025",0.91
경상북도 영덕군 영덕읍,"10,483","5,425",1.93,"5,046","5,437",0.93
경상북도 영덕군 강구면,"5,884","3,416",1.72,"2,772","3,112",0.89
경상북도 영덕군 남정면,"2,271","1,446",1.57,"1,115","1,156",0.96
경상북도 영덕군 달산면,"1,083",710,1.53,504,579,0.87
경상북도 영덕군 지품면,"1,403",844,1.66,694,709,0.98
경상북도 영덕군 지품면원전출장소,534,319,1.67,256,278,0.92
경상북도 영덕군 축산면,884,529,1.67,421,463,0.91
경상북도 영덕군 축산면축산출장소,"1,569",963,1.63,733,836,0.88
경상북도 영덕군 영해면,"6,134","3,457",1.77,"2,838","3,296",0.86
경상북도 영덕군 병곡면,"2,629","1,661",1.58,"1,260","1,369",0.92
경상북도 영덕군 창수면,"1,544",983,1.57,754,790,0.95
경상북도 청도군,"41,612","23,604",1.76,"20,550","21,062",0.98
경상북도 청도군 화양읍,"7,195","3,544",2.03,"3,514","3,681",0.95
경상북도 청도군 화양읍남성현출장소,"1,119",658,1.7,564,555,1.02
경상북도 청도군 청도읍,"9,978","5,173",1.93,"4,895","5,083",0.96
경상북도 청도군 청도읍유호출장소,"1,549",933,1.66,754,795,0.95
경상북도 청도군 각남면,"2,149","1,307",1.64,"1,037","1,112",0.93
경상북도 청도군 풍각면,"3,799","2,293",1.66,"1,870","1,929",0.97
경상북도 청도군 각북면,"2,300","1,409",1.63,"1,157","1,143",1.01
경상북도 청도군 이서면,"4,527","2,571",1.76,"2,209","2,318",0.95
경상북도 청도군 운문면,"2,003","1,297",1.54,"1,020",983,1.04
경상북도 청도군 금천면,"3,250","2,054",1.58,"1,658","1,592",1.04
경상북도 청도군 매전면,"3,743","2,365",1.58,"1,872","1,871",1.0
경상북도 고령군,"30,270","16,890",1.79,"15,561","14,709",1.06
경상북도 고령군 대가야읍,"9,728","5,125",1.9,"4,923","4,805",1.02
경상북도 고령군 덕곡면,"1,420",891,1.59,722,698,1.03
경상북도 고령군 운수면,"1,783","1,105",1.61,896,887,1.01
경상북도 고령군 성산면,"2,518","1,484",1.7,"1,374","1,144",1.2
경상북도 고령군 다산면,"8,096","4,173",1.94,"4,185","3,911",1.07
경상북도 고령군 개진면,"1,889","1,245",1.52,"1,030",859,1.2
경상북도 고령군 우곡면,"1,555",914,1.7,814,741,1.1
경상북도 고령군 쌍림면,"3,281","1,953",1.68,"1,617","1,664",0.97
경상북도 성주군,"42,501","24,080",1.76,"22,151","20,350",1.09
경상북도 성주군 성주읍,"13,258","6,725",1.97,"6,699","6,559",1.02
경상북도 성주군 선남면,"6,140","3,593",1.71,"3,359","2,781",1.21
경상북도 성주군 용암면,"3,663","2,252",1.63,"2,027","1,636",1.24
경상북도 성주군 수륜면,"3,212","2,027",1.58,"1,622","1,590",1.02
경상북도 성주군 가천면,"1,991","1,252",1.59,"1,004",987,1.02
경상북도 성주군 금수면,"1,181",788,1.5,623,558,1.12
경상북도 성주군 대가면,"2,354","1,361",1.73,"1,190","1,164",1.02
경상북도 성주군 벽진면,"3,020","1,728",1.75,"1,576","1,444",1.09
경상북도 성주군 초전면,"4,410","2,475",1.78,"2,277","2,133",1.07
경상북도 성주군 월항면,"3,272","1,879",1.74,"1,774","1,498",1.18
경상북도 칠곡군,"111,593","54,611",2.04,"58,430","53,163",1.1
경상북도 칠곡군 왜관읍,"31,734","14,937",2.12,"15,943","15,791",1.01
경상북도 칠곡군 북삼읍,"24,000","10,858",2.21,"12,538","11,462",1.09
경상북도 칠곡군 석적읍,"31,248","15,086",2.07,"17,066","14,182",1.2
경상북도 칠곡군 지천면,"3,916","2,375",1.65,"2,115","1,801",1.17
경상북도 칠곡군 동명면,"5,208","2,977",1.75,"2,653","2,555",1.04
경상북도 칠곡군 가산면,"3,306","1,960",1.69,"1,783","1,523",1.17
경상북도 칠곡군 약목면,"9,120","4,791",1.9,"4,724","4,396",1.07
경상북도 칠곡군 기산면,"3,061","1,627",1.88,"1,608","1,453",1.11
경상북도 예천군,"55,670","28,242",1.97,"27,389","28,281",0.97
경상북도 예천군 예천읍,"14,217","7,366",1.93,"7,004","7,213",0.97
경상북도 예천군 용문면,"2,210","1,332",1.66,"1,128","1,082",1.04
경상북도 예천군 감천면,"2,534","1,508",1.68,"1,270","1,264",1.0
경상북도 예천군 보문면,"1,633",952,1.72,812,821,0.99
경상북도 예천군 호명면,"20,701","8,468",2.44,"10,097","10,604",0.95
경상북도 예천군 유천면,"2,509","1,456",1.72,"1,268","1,241",1.02
경상북도 예천군 용궁면,"2,332","1,365",1.71,"1,129","1,203",0.94
경상북도 예천군 개포면,"1,480",918,1.61,725,755,0.96
경상북도 예천군 지보면,"2,629","1,608",1.63,"1,308","1,321",0.99
경상북도 예천군 풍양면,"2,930","1,811",1.62,"1,393","1,537",0.91
경상북도 예천군 효자면,"1,182",707,1.67,595,587,1.01
경상북도 예천군 은풍면,"1,313",751,1.75,660,653,1.01
경상북도 봉화군,"30,019","16,953",1.77,"15,272","14,747",1.04
경상북도 봉화군 봉화읍,"9,523","4,884",1.95,"4,674","4,849",0.96
경상북도 봉화군 물야면,"2,952","1,725",1.71,"1,514","1,438",1.05
경상북도 봉화군 봉성면,"2,011","1,136",1.77,972,"1,039",0.94
경상북도 봉화군 법전면,"1,950","1,132",1.72,"1,005",945,1.06
경상북도 봉화군 춘양면,"4,301","2,521",1.71,"2,168","2,133",1.02
경상북도 봉화군 소천면,"2,119","1,348",1.57,"1,094","1,025",1.07
경상북도 봉화군 재산면,"1,435",864,1.66,729,706,1.03
경상북도 봉화군 명호면,"2,175","1,271",1.71,"1,165","1,010",1.15
경상북도 봉화군 상운면,"1,646","1,004",1.64,846,800,1.06
경상북도 봉화군 석포면,"1,907","1,068",1.79,"1,105",802,1.38
경상북도 울진군,"46,846","25,526",1.84,"23,646","23,200",1.02
경상북도 울진군 울진읍,"13,563","6,280",2.16,"6,864","6,699",1.02
경상북도 울진군 평해읍,"2,569","1,598",1.61,"1,219","1,350",0.9
경상북도 울진군 북면,"6,823","3,518",1.94,"3,646","3,177",1.15
경상북도 울진군 북면하당출장소,661,404,1.64,334,327,1.02
경상북도 울진군 근남면,"2,728","1,553",1.76,"1,386","1,342",1.03
경상북도 울진군 기성면,"2,379","1,574",1.51,"1,152","1,227",0.94
경상북도 울진군 온정면,"1,620",987,1.64,787,833,0.94
경상북도 울진군 죽변면,"6,164","3,636",1.7,"3,207","2,957",1.08
경상북도 울진군 후포면,"7,200","3,991",1.8,"3,526","3,674",0.96
경상북도 울진군 금강송면,"1,210",770,1.57,600,610,0.98
경상북도 울진군 매화면,"1,929","1,215",1.59,925,"1,004",0.92
경상북도 울릉군,"9,085","5,567",1.63,"5,042","4,043",1.25
경상북도 울릉군 울릉읍,"6,420","3,918",1.64,"3,566","2,854",1.25
경상북도 울릉군 서면,916,507,1.81,502,414,1.21
경상북도 울릉군 서면태하출장소,447,282,1.59,250,197,1.27
경상북도 울릉군 북면,"1,302",860,1.51,724,578,1.25
경상남도,"3,265,018","1,522,410",2.14,"1,644,124","1,620,894",1.01
경상남도 창원시,"1,015,361","457,024",2.22,"513,976","501,385",1.03
경상남도 창원시 의창구,"215,009","97,216",2.21,"109,333","105,676",1.03
경상남도 창원시 의창구 동읍,"19,125","9,128",2.1,"9,785","9,340",1.05
경상남도 창원시 의창구 북면,"43,172","16,707",2.58,"21,707","21,465",1.01
경상남도 창원시 의창구 대산면,"6,891","3,683",1.87,"3,460","3,431",1.01
경상남도 창원시 의창구 의창동,"49,784","21,371",2.33,"25,115","24,669",1.02
경상남도 창원시 의창구 팔룡동,"25,746","11,238",2.29,"13,079","12,667",1.03
경상남도 창원시 의창구 명곡동,"40,154","18,307",2.19,"20,385","19,769",1.03
경상남도 창원시 의창구 봉림동,"30,137","16,782",1.8,"15,802","14,335",1.1
경상남도 창원시 성산구,"246,893","106,367",2.32,"125,980","120,913",1.04
경상남도 창원시 성산구 반송동,"39,978","15,610",2.56,"20,121","19,857",1.01
경상남도 창원시 성산구 용지동,"27,137","12,363",2.2,"13,672","13,465",1.02
경상남도 창원시 성산구 중앙동,"34,641","18,677",1.85,"18,840","15,801",1.19
경상남도 창원시 성산구 상남동,"26,940","10,786",2.5,"13,492","13,448",1.0
경상남도 창원시 성산구 사파동,"46,069","19,766",2.33,"22,788","23,281",0.98
경상남도 창원시 성산구 가음정동,"38,875","15,820",2.46,"19,653","19,222",1.02
경상남도 창원시 성산구 성주동,"25,825","9,885",2.61,"13,472","12,353",1.09
경상남도 창원시 성산구 웅남동,"7,428","3,460",2.15,"3,942","3,486",1.13
경상남도 창원시 마산합포구,"178,455","84,803",2.1,"88,694","89,761",0.99
경상남도 창원시 마산합포구 구산면,"4,072","2,339",1.74,"2,103","1,969",1.07
경상남도 창원시 마산합포구 진동면,"11,926","5,533",2.16,"6,109","5,817",1.05
경상남도 창원시 마산합포구 진북면,"3,248","1,729",1.88,"1,722","1,526",1.13
경상남도 창원시 마산합포구 진전면,"3,758","2,199",1.71,"1,874","1,884",0.99
경상남도 창원시 마산합포구 현동,"13,857","5,673",2.44,"6,876","6,981",0.98
경상남도 창원시 마산합포구 가포동,"2,279","1,375",1.66,"1,159","1,120",1.03
경상남도 창원시 마산합포구 월영동,"42,014","17,132",2.45,"20,834","21,180",0.98
경상남도 창원시 마산합포구 문화동,"11,108","6,091",1.82,"5,556","5,552",1.0
경상남도 창원시 마산합포구 반월중앙동,"13,837","6,349",2.18,"6,711","7,126",0.94
경상남도 창원시 마산합포구 완월동,"8,762","4,076",2.15,"4,249","4,513",0.94
경상남도 창원시 마산합포구 자산동,"9,807","4,653",2.11,"4,791","5,016",0.96
경상남도 창원시 마산합포구 교방동,"15,947","7,249",2.2,"7,880","8,067",0.98
경상남도 창원시 마산합포구 오동동,"18,921","10,574",1.79,"9,402","9,519",0.99
경상남도 창원시 마산합포구 합포동,"6,989","3,672",1.9,"3,510","3,479",1.01
경상남도 창원시 마산합포구 산호동,"11,930","6,159",1.94,"5,918","6,012",0.98
경상남도 창원시 마산회원구,"182,193","82,696",2.2,"90,865","91,328",0.99
경상남도 창원시 마산회원구 내서읍,"61,805","25,330",2.44,"30,968","30,837",1.0
경상남도 창원시 마산회원구 회원1동,"9,959","5,203",1.91,"4,887","5,072",0.96
경상남도 창원시 마산회원구 회원2동,"9,911","4,592",2.16,"4,883","5,028",0.97
경상남도 창원시 마산회원구 석전동,"16,535","7,896",2.09,"8,197","8,338",0.98
경상남도 창원시 마산회원구 회성동,"5,586","2,971",1.88,"2,810","2,776",1.01
경상남도 창원시 마산회원구 양덕1동,"10,731","5,502",1.95,"5,358","5,373",1.0
경상남도 창원시 마산회원구 양덕2동,"30,570","11,872",2.57,"15,000","15,570",0.96
경상남도 창원시 마산회원구 합성1동,"8,969","4,510",1.99,"4,516","4,453",1.01
경상남도 창원시 마산회원구 합성2동,"7,365","4,240",1.74,"3,679","3,686",1.0
경상남도 창원시 마산회원구 구암1동,"8,602","4,347",1.98,"4,309","4,293",1.0
경상남도 창원시 마산회원구 구암2동,"9,110","4,426",2.06,"4,554","4,556",1.0
경상남도 창원시 마산회원구 봉암동,"3,050","1,807",1.69,"1,704","1,346",1.27
경상남도 창원시 진해구,"192,811","85,942",2.24,"99,104","93,707",1.06
경상남도 창원시 진해구 충무동,"16,310","7,706",2.12,"8,453","7,857",1.08
경상남도 창원시 진해구 여좌동,"8,180","4,326",1.89,"4,054","4,126",0.98
경상남도 창원시 진해구 태백동,"3,625","1,919",1.89,"1,804","1,821",0.99
경상남도 창원시 진해구 경화동,"10,824","4,630",2.34,"5,456","5,368",1.02
경상남도 창원시 진해구 병암동,"7,223","3,405",2.12,"3,547","3,676",0.96
경상남도 창원시 진해구 석동,"17,462","7,384",2.36,"9,022","8,440",1.07
경상남도 창원시 진해구 이동,"8,466","4,820",1.76,"4,485","3,981",1.13
경상남도 창원시 진해구 자은동,"20,790","8,884",2.34,"10,378","10,412",1.0
경상남도 창원시 진해구 덕산동,"9,857","4,187",2.35,"4,876","4,981",0.98
경상남도 창원시 진해구 풍호동,"25,227","9,197",2.74,"12,605","12,622",1.0
경상남도 창원시 진해구 웅천동,"12,990","5,415",2.4,"6,555","6,435",1.02
경상남도 창원시 진해구 웅동1동,"7,896","3,603",2.19,"4,010","3,886",1.03
경상남도 창원시 진해구 웅동2동,"43,961","20,466",2.15,"23,859","20,102",1.19
경상남도 진주시,"342,619","159,741",2.14,"169,309","173,310",0.98
경상남도 진주시 문산읍,"7,845","3,612",2.17,"3,943","3,902",1.01
경상남도 진주시 내동면,"3,987","1,655",2.41,"1,989","1,998",1.0
경상남도 진주시 정촌면,"8,686","4,015",2.16,"4,412","4,274",1.03
경상남도 진주시 금곡면,"2,113","1,227",1.72,"1,028","1,085",0.95
경상남도 진주시 진성면,"1,842","1,077",1.71,916,926,0.99
경상남도 진주시 일반성면,"2,527","1,392",1.82,"1,242","1,285",0.97
경상남도 진주시 이반성면,"1,536","1,000",1.54,777,759,1.02
경상남도 진주시 사봉면,"1,457",901,1.62,707,750,0.94
경상남도 진주시 지수면,"1,378",824,1.67,699,679,1.03
경상남도 진주시 대곡면,"3,052","1,780",1.71,"1,523","1,529",1.0
경상남도 진주시 금산면,"20,352","7,909",2.57,"10,142","10,210",0.99
경상남도 진주시 집현면,"4,485","2,147",2.09,"2,260","2,225",1.02
경상남도 진주시 미천면,"1,550",930,1.67,775,775,1.0
경상남도 진주시 명석면,"3,880","2,163",1.79,"1,912","1,968",0.97
경상남도 진주시 대평면,"1,003",564,1.78,475,528,0.9
경상남도 진주시 수곡면,"2,189","1,260",1.74,"1,081","1,108",0.98
경상남도 진주시 천전동,"27,466","13,780",1.99,"13,581","13,885",0.98
경상남도 진주시 성북동,"9,945","5,899",1.69,"4,901","5,044",0.97
경상남도 진주시 중앙동,"10,710","6,272",1.71,"5,152","5,558",0.93
경상남도 진주시 상봉동,"13,312","7,235",1.84,"6,555","6,757",0.97
경상남도 진주시 상대동,"18,959","10,003",1.9,"9,370","9,589",0.98
경상남도 진주시 하대동,"23,600","11,258",2.1,"11,774","11,826",1.0
경상남도 진주시 상평동,"11,164","5,484",2.04,"5,678","5,486",1.03
경상남도 진주시 초장동,"26,284","9,454",2.78,"13,293","12,991",1.02
경상남도 진주시 평거동,"26,593","11,421",2.33,"12,681","13,912",0.91
경상남도 진주시 신안동,"11,224","5,313",2.11,"5,317","5,907",0.9
경상남도 진주시 이현동,"11,309","5,168",2.19,"5,575","5,734",0.97
경상남도 진주시 판문동,"20,621","8,003",2.58,"9,811","10,810",0.91
경상남도 진주시 가호동,"29,848","15,395",1.94,"15,121","14,727",1.03
경상남도 진주시 충무공동,"33,702","12,600",2.67,"16,619","17,083",0.97
경상남도 통영시,"121,491","59,568",2.04,"61,032","60,459",1.01
경상남도 통영시 산양읍,"4,371","2,527",1.73,"2,303","2,068",1.11
경상남도 통영시 용남면,"12,004","5,138",2.34,"5,973","6,031",0.99
경상남도 통영시 도산면,"2,733","1,579",1.73,"1,403","1,330",1.05
경상남도 통영시 광도면,"30,605","13,262",2.31,"15,547","15,058",1.03
경상남도 통영시 욕지면,"1,926","1,271",1.52,"1,106",820,1.35
경상남도 통영시 한산면,"1,883","1,248",1.51,971,912,1.06
경상남도 통영시 사량면,"1,377",941,1.46,692,685,1.01
경상남도 통영시 도천동,"8,466","4,475",1.89,"4,233","4,233",1.0
경상남도 통영시 명정동,"2,648","1,545",1.71,"1,292","1,356",0.95
경상남도 통영시 중앙동,"3,582","2,081",1.72,"1,787","1,795",1.0
경상남도 통영시 정량동,"8,335","4,313",1.93,"4,223","4,112",1.03
경상남도 통영시 북신동,"10,058","4,717",2.13,"4,782","5,276",0.91
경상남도 통영시 미수동,"10,557","4,829",2.19,"5,168","5,389",0.96
경상남도 통영시 봉평동,"9,631","5,328",1.81,"4,924","4,707",1.05
경상남도 통영시 무전동,"13,315","6,314",2.11,"6,628","6,687",0.99
경상남도 사천시,"109,002","54,741",1.99,"55,119","53,883",1.02
경상남도 사천시 사천읍,"17,820","9,026",1.97,"9,443","8,377",1.13
경상남도 사천시 정동면,"13,879","6,135",2.26,"6,965","6,914",1.01
경상남도 사천시 사남면,"15,479","6,749",2.29,"8,034","7,445",1.08
경상남도 사천시 용현면,"7,206","3,724",1.94,"3,617","3,589",1.01
경상남도 사천시 축동면,"1,509",889,1.7,785,724,1.08
경상남도 사천시 곤양면,"3,230","1,936",1.67,"1,672","1,558",1.07
경상남도 사천시 곤명면,"2,724","1,692",1.61,"1,365","1,359",1.0
경상남도 사천시 서포면,"3,424","1,983",1.73,"1,693","1,731",0.98
경상남도 사천시 동서동,"5,583","3,157",1.77,"2,704","2,879",0.94
경상남도 사천시 선구동,"4,812","2,653",1.81,"2,363","2,449",0.96
경상남도 사천시 동서금동,"6,171","3,091",2.0,"2,984","3,187",0.94
경상남도 사천시 벌용동,"15,102","7,480",2.02,"7,326","7,776",0.94
경상남도 사천시 향촌동,"6,836","3,541",1.93,"3,604","3,232",1.12
경상남도 사천시 남양동,"4,987","2,542",1.96,"2,444","2,543",0.96
경상남도 사천시 신수출장소,240,143,1.68,120,120,1.0
경상남도 사천남양출장소,0,0,0.0,0,0,0.0
경상남도 김해시,"533,042","229,535",2.32,"269,481","263,561",1.02
경상남도 김해시 진영읍,"54,882","24,159",2.27,"28,242","26,640",1.06
경상남도 김해시 주촌면,"19,413","7,746",2.51,"9,936","9,477",1.05
경상남도 김해시 진례면,"6,072","3,408",1.78,"3,329","2,743",1.21
경상남도 김해시 한림면,"6,907","3,985",1.73,"3,774","3,133",1.2
경상남도 김해시 생림면,"3,627","2,159",1.68,"1,940","1,687",1.15
경상남도 김해시 상동면,"3,063","1,701",1.8,"1,695","1,368",1.24
